a_final,P_final,M1_final,rad_HeCoreBurning,teff_HeCoreBurning,M2_final,rad2_MLstart,teff2_MLstart,amplitude
8.185477,3.0218580000000004,0.46033199999999996,0.185194,26623.099609,0.781575,0.704469,4601.737631,0.070783
2.93756,0.552057,0.45977399999999996,0.13650199999999998,30656.072266000003,0.436997,0.35938200000000003,3791.467044,0.215158
12.681799,6.116678,0.45733100000000004,0.15459,29132.435547000005,0.910907,0.823997,5365.626424,0.030751
5.39243,1.3780860000000001,0.46176300000000003,0.158386,28560.628906,0.441622,0.386443,3817.410396,0.07430700000000001
2.631899,0.413333,0.45878800000000003,0.127888,31648.855469,0.24019400000000002,0.237546,3744.4587920000004,0.122814
5.766094,1.512491,0.474675,0.34139400000000003,19637.832031,0.41537299999999994,0.3582,3946.71616,0.021724
3.5478970000000003,0.74949,0.451858,0.11878,32088.822266000003,0.486334,0.39616,3817.7904020000005,0.218957
7.106041,2.28965,0.46811,0.41573000000000004,17459.892578,0.621644,0.5353979999999999,3965.4190049999997,0.024829
7.300252,2.642936,0.46438,0.36653,18640.857422,0.8747809999999999,0.783371,5191.94289,0.040707
2.984207,0.5156729999999999,0.46624499999999997,0.21084299999999997,24950.59375,0.280092,0.269559,3737.378382,0.069728
5.025478,1.246266,0.46625200000000006,0.333568,19393.892578,0.44651899999999994,0.383052,3781.241196,0.031885000000000004
3.063935,0.609416,0.45233100000000004,0.121678,31796.572266000003,0.510748,0.41393199999999997,3845.807314,0.29226199999999997
2.629808,0.449412,0.463758,0.204546,25249.837891,0.364545,0.311118,3735.428157,0.11597
6.384075,2.130743,0.46806800000000004,0.399359,17763.621094,0.8334229999999999,0.747358,5131.692587,0.044912
8.772,3.478396,0.457692,0.133081,30948.882812,0.8793200000000001,0.789558,5215.614203,0.07080299999999999
7.710049000000001,2.195989,0.478108,0.35568099999999997,19672.515625,0.306697,0.257583,3918.9299560000004,0.0065780000000000005
9.377695,3.740853,0.458149,0.129363,31310.40625,0.807537,0.729363,4925.9230689999995,0.06643500000000001
2.574576,0.405343,0.46205799999999997,0.15292,29008.839844,0.25606999999999996,0.252716,3699.901545,0.114337
4.578954,1.16525,0.467843,0.321827,20014.853516,0.58706,0.49319700000000005,3955.6428920000003,0.065262
15.056783,6.6409460000000005,0.474458,0.46693100000000004,16811.396484,0.48922899999999997,0.41731499999999994,3901.130425,0.003353
2.290859,0.376177,0.455384,0.126612,31086.546875,0.42254899999999995,0.345827,3753.092402,0.305314
15.45369,8.4245,0.464188,0.46724899999999997,16439.878906,0.9701930000000001,0.873626,5342.453197,0.008154
4.271408,1.043617,0.459347,0.135791,30659.427733999997,0.583072,0.48473299999999997,3918.0171590000004,0.203797
6.872325,1.8632819999999999,0.467938,0.192589,26454.103516,0.329908,0.304054,3841.2256880000004,0.024109000000000002
4.203088,0.851276,0.47259799999999996,0.232264,24260.046875,0.255363,0.247275,3856.311637,0.0306
6.814462,2.118387,0.46345200000000003,0.214588,24828.15625,0.594313,0.505292,3963.2187770000005,0.05571
2.0451770000000002,0.28124,0.45068500000000006,0.117841,31750.056641000003,0.238975,0.231091,3606.180506,0.177147
2.348389,0.37149699999999997,0.461826,0.160666,28403.728516000003,0.333003,0.305792,3731.9033649999997,0.178534
12.57044,4.853825,0.46943500000000005,0.308727,21271.792969,0.41525200000000007,0.360629,3947.191921,0.006069
4.787432,1.322494,0.46446000000000004,0.251619,22805.798828,0.72446,0.658855,4483.188138,0.12759700000000002
2.6981189999999997,0.41272200000000003,0.46327399999999996,0.138808,30394.050781,0.183578,0.193519,3654.5963450000004,0.071287
2.508759,0.373219,0.468738,0.273437,21683.949219,0.18925999999999998,0.197502,3652.585154,0.034501
1.7863490000000002,0.247563,0.452858,0.12427300000000001,31604.144531,0.349087,0.300175,3749.223925,0.333088
23.749919000000002,16.322822,0.46993500000000005,0.601372,15227.597656,1.0135290000000001,0.964399,5862.728093,0.003107
3.7156580000000003,0.804711,0.466575,0.339332,19270.759766,0.47498100000000004,0.413951,3817.04978,0.061528
2.768164,0.42735500000000004,0.46374099999999996,0.139072,30376.224608999997,0.178465,0.18537,3644.7502090000003,0.06289
4.313637,1.087666,0.459005,0.13376300000000002,30992.410156,0.6403369999999999,0.573116,4080.6488240000003,0.268221
4.361911,1.086639,0.459027,0.13503099999999998,30678.785156,0.60221,0.506196,3935.4833759999997,0.212746
0.8906129999999999,0.07258099999999999,0.449991,0.11666900000000001,32447.443358999997,0.10623599999999998,0.12576500000000002,3154.633307,0.14466099999999998
3.2004900000000003,0.6557029999999999,0.45795600000000003,0.126288,31778.96875,0.520266,0.422548,3907.286218,0.277133
4.6401,1.247174,0.451428,0.11960499999999999,31503.974608999997,0.709873,0.643912,4209.888353,0.284887
1.3759430000000001,0.143806,0.459546,0.128662,31588.273438,0.13259300000000002,0.14822000000000002,3471.9245060000003,0.113446
2.4109380000000002,0.387333,0.450288,0.120055,31172.320312,0.34822800000000004,0.307322,3658.9123979999995,0.235623
6.111217,1.672363,0.460899,0.165648,27871.861327999995,0.453111,0.395507,3807.8798520000005,0.058188
7.636058,2.6189240000000003,0.468895,0.412889,17619.576172,0.680082,0.6239100000000001,4196.5483189999995,0.028645
0.8692489999999999,0.06890800000000001,0.453556,0.118573,32602.587891000003,0.085687,0.099131,2534.449072,0.093528
3.9718190000000004,0.812361,0.466496,0.199576,25704.935547,0.319106,0.29791,3778.8394590000003,0.057819
0.9734079999999999,0.083595,0.4515,0.119333,32155.810547000005,0.11363,0.133408,3233.917191,0.144832
1.471031,0.185447,0.447683,0.11734000000000001,31834.416016000003,0.358151,0.318587,3803.710533,0.48294499999999996
2.9109830000000003,0.580713,0.451956,0.125323,31255.064452999995,0.567754,0.472213,3921.875981,0.38232
8.665889,3.45439,0.454499,0.12853699999999998,31247.361327999995,0.913156,0.824709,5413.920486,0.06803200000000001
2.024955,0.33877199999999996,0.436021,0.130169,29483.052733999997,0.5949399999999999,0.5187039999999999,4076.940389,0.6425420000000001
6.567208,1.9693040000000002,0.462499,0.199078,25648.611328,0.558808,0.45283,3883.436357,0.053066999999999996
1.570769,0.19919,0.455162,0.127807,31375.308594,0.308452,0.272252,3728.9858679999998,0.313247
4.255717,1.1647,0.436633,0.143011,27919.416016000003,0.8761200000000001,0.78195,5205.35115,0.22006799999999999
2.403222,0.416774,0.45676000000000005,0.134647,30770.84375,0.476691,0.38757199999999997,3833.884914,0.335228
3.380068,0.694136,0.453186,0.12063099999999999,32147.560547000005,0.477463,0.407473,3879.46834,0.247007
1.307032,0.16072999999999998,0.448967,0.178299,26397.128906,0.41403100000000004,0.34368699999999996,3876.170362,0.370271
4.5255730000000005,1.099306,0.458474,0.22238899999999998,23396.849609,0.514027,0.417829,3751.0978979999995,0.073265
4.720905999999999,1.216832,0.452402,0.12036500000000001,32033.382812,0.5972810000000001,0.5070720000000001,3965.754051,0.20509000000000002
1.090916,0.103275,0.45651,0.131192,31025.744141000003,0.156244,0.171647,3528.5189920000003,0.18538
3.2404830000000002,0.595318,0.463787,0.22391999999999998,23877.603516,0.313071,0.294694,3700.4681090000004,0.066617
5.045698000000001,1.540859,0.382677,0.219621,20008.740234,0.9959129999999999,0.907532,5682.736345,0.07721499999999999
8.614477,3.2488,0.465358,0.31749499999999997,20303.371094,0.766135,0.694088,4627.930205,0.034406
7.704330000000001,2.781085,0.46079899999999996,0.187677,26515.976562,0.80073,0.721168,4746.423213,0.07778
6.144239,1.981168,0.455322,0.15201900000000002,28504.505858999997,0.806829,0.718349,4560.808957,0.14515699999999998
10.03979,3.7967419999999996,0.470675,0.44818800000000003,16667.248047,0.591807,0.500207,3940.478487,0.010038
9.720614999999999,3.241476,0.46353900000000003,0.145841,30526.039062,0.38971300000000003,0.341665,3892.6306170000003,0.022405
5.914282,1.8580740000000002,0.463783,0.31493899999999997,19994.654297,0.780997,0.701449,4570.660419,0.070739
8.200596,3.160045,0.455559,0.129977,30918.388672000005,0.8950299999999999,0.802367,5213.113655,0.080675
1.23878,0.12460299999999999,0.465696,0.15689,28761.314452999995,0.143485,0.159295,3493.0934119999997,0.113149
5.9035,1.911182,0.46458900000000003,0.39314499999999997,17748.345703,0.8595950000000001,0.770515,5273.805270000001,0.052257000000000005
3.8712459999999997,0.8773549999999999,0.461492,0.222595,23945.513672,0.528135,0.429997,3807.0663590000004,0.10535
3.182587,0.5677760000000001,0.465164,0.200268,25515.462891,0.280746,0.261225,3716.6826509999996,0.06312100000000001
6.621668,2.196428,0.461479,0.164178,28362.212891000003,0.7779020000000001,0.702725,4732.063362,0.11503699999999999
2.515778,0.371737,0.46759399999999995,0.15212,29308.742188,0.17973699999999998,0.186934,3699.2556600000003,0.06604299999999999
5.1647099999999995,1.201929,0.460399,0.125471,32360.646483999997,0.321755,0.294104,3883.54711,0.064041
10.305366000000001,3.505869,0.474046,0.347117,19933.984375,0.363626,0.323017,3926.281823,0.006136
2.176085,0.32006799999999996,0.45344799999999996,0.122706,31956.376952999995,0.288084,0.273907,3738.8193850000002,0.221152
8.485847,2.602113,0.473685,0.315154,20928.583984,0.35281,0.291281,3906.7695840000006,0.008165
7.670392,2.445123,0.47444,0.399674,17973.152344,0.513707,0.409075,3928.249627,0.0135
9.892698,4.013712,0.462758,0.28169099999999997,21360.380859,0.778383,0.703059,4555.270594,0.030585
2.208473,0.295593,0.471046,0.155861,29611.871094,0.133996,0.145025,3612.735358,0.048031
1.638421,0.196114,0.45476099999999997,0.139495,29498.285156,0.197487,0.2012,3520.6165979999996,0.146653
1.8938419999999998,0.25542600000000004,0.460758,0.130254,31411.171875,0.25567,0.24595100000000003,3796.373008,0.201449
3.687523,0.701639,0.46793900000000005,0.21354,24787.533203,0.264373,0.25568,3747.075436,0.044095
2.370547,0.464762,0.417362,0.13738399999999998,26986.884766000003,0.792091,0.71132,4958.780052,0.5214529999999999
3.4554709999999997,0.650195,0.453564,0.12068399999999999,32166.519531,0.31069,0.293976,3769.723058,0.12901400000000002
2.676549,0.508579,0.44634300000000005,0.11767799999999999,31275.455077999995,0.559811,0.46029899999999996,3876.4821799999995,0.42663199999999996
1.994965,0.299058,0.459771,0.12906800000000002,31580.292969,0.380422,0.31594,3813.8446329999997,0.31001999999999996
3.911721,0.827744,0.462264,0.134776,31011.683594,0.391547,0.336241,3850.808121,0.121671
1.622708,0.183039,0.45796499999999996,0.12041700000000001,32752.632812,0.12687400000000001,0.140025,3542.5069780000003,0.091174
12.612689999999999,5.539301,0.46645200000000003,0.330477,20277.990234,0.674218,0.625274,4274.711524,0.014695
7.193585000000001,2.5973490000000004,0.453074,0.127079,31247.972656,0.8986799999999999,0.810415,5404.554625,0.096086
6.135639,1.587005,0.472001,0.257056,22935.841797,0.341298,0.305854,3904.6295609999997,0.020772
7.105326,2.224455,0.46010500000000004,0.15015,29245.886719,0.5687840000000001,0.46643100000000004,3895.4535140000003,0.067003
5.388146,1.588494,0.464654,0.20703000000000002,25431.259766,0.738513,0.6694640000000001,4584.281236,0.13125699999999998
2.3303700000000003,0.418936,0.444932,0.143752,28745.099608999997,0.589482,0.49923999999999996,3959.8077710000002,0.476318
4.647673,1.120396,0.46900699999999995,0.266477,22121.273438,0.46362200000000003,0.399481,3874.0674950000002,0.05386799999999999
2.8963419999999998,0.578702,0.457924,0.136466,30562.664062,0.57017,0.47751000000000005,3963.4940590000006,0.36436999999999997
5.988826,1.8662830000000001,0.461538,0.260524,21941.339844,0.747953,0.675713,4331.094151,0.084715
2.583809,0.403638,0.454268,0.14091700000000001,29330.205077999995,0.250222,0.24273000000000003,3581.732028,0.11265399999999999
1.455291,0.165601,0.45330600000000004,0.121813,32023.587891000003,0.21035900000000002,0.203848,3671.1458079999998,0.208571
15.653535999999999,8.463756,0.467074,0.481138,16483.966797,0.92596,0.831674,5214.391992,0.007788
2.8820580000000002,0.535456,0.45814799999999994,0.12462100000000001,31910.830077999995,0.43518199999999996,0.372085,3874.027076,0.260201
13.237333,5.808146,0.464738,0.304952,21029.845703,0.620054,0.552804,4051.406815,0.012023
1.386187,0.141706,0.471786,0.156059,29730.1875,0.090535,0.096265,2824.357649,0.039033
3.08887,0.504494,0.474444,0.250026,23270.802734,0.169705,0.174725,3742.396508,0.02284
2.047241,0.306305,0.467684,0.240261,23467.326172,0.34791,0.298241,3776.3273700000004,0.12356500000000001
8.411535,2.932973,0.46690200000000004,0.34415999999999997,19435.271484,0.611209,0.531045,3999.3623090000006,0.022573
14.076756,7.0870429999999995,0.463186,0.319152,20547.421875,0.8798739999999999,0.793845,5244.904681,0.013722999999999999
3.0193,0.505296,0.46219899999999997,0.13012100000000001,31982.404297000005,0.22970300000000002,0.22669499999999998,3836.51065,0.09102400000000001
6.277374,1.816397,0.45979,0.131385,31311.587891000003,0.5350659999999999,0.43642299999999995,3960.554888,0.08723
2.574388,0.41174700000000003,0.459921,0.131708,31275.171875,0.28123899999999996,0.267464,3791.981397,0.15420999999999999
8.155142,3.106132,0.46648199999999995,0.324756,20079.777344,0.8603569999999999,0.773216,5244.903225,0.036768
3.519129,0.781,0.45381499999999997,0.122699,31977.099608999997,0.5901109999999999,0.50232,3992.793653,0.328545
1.8509209999999998,0.251243,0.451539,0.118773,32234.746094,0.290963,0.27400399999999997,3739.706776,0.282559
5.205355,1.284517,0.45576700000000003,0.129884,30988.138672000005,0.41680600000000007,0.366096,3782.665529,0.088672
7.741039999999999,2.505777,0.455358,0.124892,31719.820312,0.554266,0.483026,3962.5171840000003,0.07295399999999999
2.537881,0.403708,0.46338900000000005,0.249732,22281.775391,0.280303,0.259282,3640.229889,0.064054
2.332014,0.403192,0.45794399999999996,0.134183,30886.693358999997,0.49815600000000004,0.42936199999999997,3938.053496,0.418813
3.1073720000000002,0.525439,0.463767,0.131003,31873.734375,0.222571,0.22135700000000003,3818.7728420000003,0.082474
1.197853,0.114375,0.465204,0.139953,30501.789062,0.102504,0.118219,3177.172356,0.076958
6.538087,2.10364,0.45840600000000004,0.134138,30691.835938,0.722633,0.658259,4307.288011,0.145055
1.662341,0.202576,0.45143999999999995,0.11913399999999999,31640.841797000005,0.214887,0.22196799999999997,3596.324165,0.21152800000000002
3.0400970000000003,0.5535680000000001,0.454082,0.123899,31990.78125,0.359408,0.321237,3850.399007,0.182403
3.326811,0.624246,0.46286400000000005,0.134436,31292.119141000003,0.32654099999999997,0.298346,3876.508308,0.12712400000000001
3.6629169999999998,0.7769659999999999,0.451928,0.11857000000000001,31790.001952999995,0.46428400000000003,0.381245,3761.871104,0.191207
4.444788,1.079504,0.457506,0.13447,30471.371094,0.532342,0.43072,3824.763087,0.153044
1.158261,0.120081,0.46040299999999995,0.139451,30445.541016000003,0.231751,0.220279,3681.146268,0.260282
2.882627,0.56085,0.461754,0.152174,29318.757812,0.517741,0.42331,3880.714665,0.265275
4.21314,0.9446389999999999,0.46752299999999997,0.163723,28579.167969,0.422471,0.367719,3954.1630689999997,0.10127699999999999
1.4743469999999999,0.16738699999999998,0.45532799999999995,0.124298,31834.847656,0.196774,0.202828,3680.5558119999996,0.19858900000000002
5.74633,1.8846900000000002,0.443696,0.193912,25073.833984,0.9526120000000001,0.8702690000000001,5663.014762,0.10219199999999999
28.966388000000002,21.771179,0.46938100000000005,0.616102,15701.039062,0.985253,0.9146479999999999,5682.877240999999,0.002355
0.9645290000000001,0.08284,0.456913,0.12581199999999998,32135.550781,0.113523,0.127417,3447.633672,0.126527
2.523254,0.404131,0.45354099999999997,0.123438,32030.046875,0.304747,0.281476,3814.9040630000004,0.187953
2.858431,0.453387,0.456255,0.12374500000000001,31671.341797000005,0.200234,0.207537,3644.8513359999997,0.085189
2.7893939999999997,0.5224310000000001,0.46026300000000003,0.14468599999999998,29767.558594,0.477736,0.38904,3803.935819,0.251101
8.823865,3.5773449999999998,0.458531,0.215469,24432.041016,0.93084,0.8353780000000001,5319.935312,0.049143
1.368963,0.170746,0.44221499999999997,0.127247,30153.384766000003,0.405402,0.336985,3825.077586,0.5098779999999999
4.345952,1.05873,0.45993999999999996,0.19935899999999998,25271.892578,0.558625,0.456405,3829.7256350000002,0.11100299999999999
16.121864000000002,7.9894419999999995,0.479188,0.536058,15948.800781,0.657026,0.611468,4328.8288219999995,0.0050420000000000005
5.823291,1.7505009999999999,0.45824499999999996,0.194759,25442.544922,0.699179,0.627554,4082.949526,0.11664400000000001
2.726369,0.445575,0.45210100000000003,0.121028,31797.917969,0.27863699999999997,0.258378,3682.334756,0.14341800000000002
4.321057,0.952407,0.454367,0.12648299999999998,31357.316406,0.38421900000000003,0.342276,3767.35071,0.1119
3.9480120000000003,0.78595,0.46070900000000004,0.12667799999999999,32039.84375,0.288025,0.27368899999999996,3834.9357170000003,0.087114
9.175836,2.9798139999999997,0.470125,0.2687,22524.117188,0.387139,0.336121,3904.5726340000006,0.011209
3.272971,0.624376,0.465836,0.210729,25015.087891,0.363516,0.30999499999999997,3771.4493090000005,0.08002000000000001
7.406875,2.390464,0.458913,0.128821,31449.886719,0.589983,0.525756,4033.710247,0.089364
3.110194,0.600884,0.46083500000000005,0.148154,29513.128906,0.43430799999999997,0.35948800000000003,3778.289,0.178811
1.516848,0.162912,0.462085,0.126049,32116.503906,0.10514100000000001,0.11918499999999999,3265.035976,0.068625
1.352009,0.137457,0.458408,0.123313,32606.919922000005,0.11184200000000001,0.124706,3451.736667,0.088121
2.0819650000000003,0.331038,0.451061,0.122834,31794.285156,0.454689,0.36678,3902.4958490000004,0.399877
3.333686,0.748988,0.45753599999999994,0.162131,28062.382812,0.671866,0.617218,4282.021111999999,0.352352
6.961283,2.273409,0.460103,0.138428,30503.166016000003,0.682671,0.6267550000000001,4216.227258,0.12131900000000001
6.508754,1.6913340000000001,0.476113,0.377897,18558.960938,0.29770399999999997,0.279438,3835.288989,0.009361
0.648791,0.047689999999999996,0.44683999999999996,0.123628,31491.529297000005,0.174326,0.183059,3734.337785,0.30385500000000004
4.192943,1.08986,0.447354,0.12160399999999999,31143.40625,0.754517,0.6806369999999999,4575.151653,0.31319400000000003
22.073672,11.497663000000001,0.483104,0.600695,15148.605469,0.433683,0.373863,3905.021058,0.001263
1.9570330000000002,0.271974,0.45751099999999995,0.133076,30855.103516000003,0.27858,0.254182,3699.1850340000005,0.200298
2.93254,0.46325,0.46225900000000003,0.12952,32255.949219,0.172447,0.178954,3794.957459,0.060683
3.7126940000000004,0.790937,0.46787700000000004,0.21640399999999999,24717.142578,0.44390100000000005,0.382602,3852.7888020000005,0.095309
2.000682,0.32963200000000004,0.438259,0.130885,29213.763672000005,0.573782,0.482436,3960.368085,0.582761
9.476595,4.010155,0.460109,0.25300500000000004,22643.738281,0.949304,0.865239,5546.909235,0.035572
9.451547,3.9398470000000003,0.46343599999999996,0.26603699999999997,22217.476562,0.907834,0.821425,5431.610013,0.034039
1.571209,0.199051,0.455002,0.127401,31338.916016000003,0.30690300000000004,0.272648,3720.969528,0.31446399999999997
7.282431,2.425594,0.46875900000000004,0.32517199999999996,20040.904297,0.667507,0.61546,4214.430395,0.040956
8.03303,3.074455,0.452682,0.125813,31359.490233999997,0.9074190000000001,0.8183520000000001,5400.882371,0.078356
8.246314,3.1197630000000003,0.458642,0.197738,25513.798828,0.8359610000000001,0.747736,4770.8108409999995,0.065579
3.5406809999999997,0.730133,0.458708,0.142033,29809.158202999995,0.437104,0.362679,3750.971489,0.153692
1.59429,0.20217100000000002,0.455187,0.126657,31534.720702999995,0.297146,0.278425,3740.555501,0.324332
5.0322260000000005,1.3070030000000001,0.45428100000000005,0.12343699999999999,31894.853516000003,0.5455949999999999,0.445921,3907.794949,0.144467
1.6588169999999998,0.189435,0.46381000000000006,0.133055,31852.705077999995,0.122592,0.13484100000000002,3561.821539,0.073827
2.113296,0.310273,0.45346499999999995,0.122148,32091.662108999997,0.307352,0.269219,3795.6104880000003,0.22336999999999999
2.826365,0.47669300000000003,0.45319,0.126135,30851.271483999997,0.297508,0.28752,3658.646668,0.156581
5.551011,1.6991310000000002,0.46122399999999997,0.242577,23085.064453,0.797732,0.717255,4787.244318999999,0.105904
1.203692,0.119522,0.465434,0.143476,30162.703125,0.145535,0.158496,3595.761326,0.129673
3.4875629999999997,0.6420710000000001,0.46268100000000006,0.132908,31316.654297000005,0.262211,0.254569,3782.8563340000005,0.08769400000000001
8.222178,2.800001,0.468052,0.400863,17890.857422,0.58398,0.485361,3912.010543,0.016467
5.059216,1.306503,0.464133,0.137245,30781.619141000003,0.519073,0.44709799999999994,3944.9605899999997,0.130244
6.361976,1.624184,0.470938,0.229481,24435.96875,0.293192,0.277553,3852.636249,0.018876
5.570236,1.682306,0.45623,0.13078800000000002,31025.960938,0.765183,0.6898479999999999,4574.357784000001,0.1938
5.878462,1.790357,0.451263,0.11845699999999999,32003.191406,0.725696,0.660926,4349.959269,0.189115
12.097116999999999,5.690483,0.466913,0.473307,16340.462891,0.897436,0.8022130000000001,5058.906353,0.012506999999999999
5.306629,1.512504,0.456742,0.128446,31361.710938,0.68511,0.627962,4236.914256,0.212567
9.78312,4.275476,0.455403,0.278075,21375.75,1.000759,0.932716,5766.109444,0.029898
9.370596,3.072875,0.474555,0.37090100000000004,19117.875,0.381421,0.334443,3909.614207,0.007145
2.386952,0.406798,0.454171,0.126801,31460.990233999997,0.45343900000000004,0.371938,3818.498415,0.334384
1.146578,0.105276,0.46134899999999995,0.124892,32238.707031,0.087077,0.097699,2606.769988,0.06505
2.7509759999999996,0.506653,0.46076300000000003,0.155593,28777.720702999995,0.458912,0.373781,3778.427736,0.21786999999999998
2.431116,0.412826,0.457578,0.128795,31459.541016000003,0.427112,0.352773,3812.472703,0.292512
3.3611699999999995,0.7412810000000001,0.448579,0.119776,31180.304688,0.630784,0.540975,3961.0795329999996,0.388413
7.168135,2.333908,0.45330600000000004,0.123548,31048.423827999995,0.649812,0.56614,3965.7220049999996,0.106448
0.728596,0.05371,0.455477,0.125005,31827.033202999995,0.100846,0.118019,3119.496975,0.13935899999999998
2.78347,0.49104200000000003,0.465636,0.179048,27123.099608999997,0.36833299999999997,0.311603,3778.668651,0.127341
6.926162,2.11254,0.4654,0.192982,26248.068359,0.536455,0.43515699999999996,3932.4149340000004,0.046627999999999996
3.309157,0.816066,0.390534,0.21667600000000004,20482.025391,0.9802559999999999,0.883998,5592.064181000001,0.185372
2.639065,0.46098900000000004,0.456949,0.12931800000000002,31052.59375,0.405443,0.3362,3754.4155590000005,0.233302
2.428201,0.344668,0.460104,0.122599,32680.617188,0.158796,0.167957,3691.233801,0.074882
3.9546050000000004,0.778859,0.46147200000000005,0.13407,30953.314452999995,0.270142,0.26214899999999997,3737.7010649999997,0.07405700000000001
0.976405,0.087689,0.46659399999999995,0.142517,30118.492188,0.149531,0.163644,3549.294659,0.16929
6.491052,1.672622,0.476389,0.352144,19570.283203,0.286609,0.269509,3874.4038020000003,0.009854
9.610942999999999,3.6572489999999998,0.46633,0.33465300000000003,19777.101562,0.657457,0.6020479999999999,4133.817125,0.022615
3.323719,0.823609,0.382373,0.191351,21038.716797,0.995606,0.897817,5590.286436,0.18375
5.516008,1.469551,0.45753299999999997,0.127637,31509.328125,0.502238,0.432098,3905.664761,0.11177000000000001
4.401127,1.086311,0.462247,0.134524,31018.597656,0.5702520000000001,0.47372600000000004,3954.1929840000003,0.18893
1.487031,0.18341500000000002,0.45739300000000005,0.13500399999999999,30729.820312,0.305705,0.271331,3719.8638140000003,0.31030100000000005
7.4217949999999995,2.088476,0.46712,0.19281800000000002,26412.953125,0.32868200000000003,0.304131,3830.355983,0.020819
2.7385450000000002,0.478865,0.46212600000000004,0.133027,31179.660156,0.370672,0.313332,3792.4752329999997,0.190399
